NAME,NAMELSAD,City Long,CountState,STATE_NAME
Owasso,Owasso city,"Owasso city, Oklahoma","Tulsa County, Oklahoma",Oklahoma
Verdigris,Verdigris town,"Verdigris town, Oklahoma","Rogers County, Oklahoma",Oklahoma
Camargo,Camargo town,"Camargo town, Oklahoma","Dewey County, Oklahoma",Oklahoma
Elk City,Elk City city,"Elk City city, Oklahoma","Beckham County, Oklahoma",Oklahoma
Meno,Meno town,"Meno town, Oklahoma","Major County, Oklahoma",Oklahoma
Coweta,Coweta city,"Coweta city, Oklahoma","Wagoner County, Oklahoma",Oklahoma
Moore,Moore city,"Moore city, Oklahoma","Cleveland County, Oklahoma",Oklahoma
Noble,Noble city,"Noble city, Oklahoma","Cleveland County, Oklahoma",Oklahoma
Norman,Norman city,"Norman city, Oklahoma","Cleveland County, Oklahoma",Oklahoma
Loyal,Loyal town,"Loyal town, Oklahoma","Kingfisher County, Oklahoma",Oklahoma
Billings,Billings town,"Billings town, Oklahoma","Noble County, Oklahoma",Oklahoma
Marland,Marland town,"Marland town, Oklahoma","Noble County, Oklahoma",Oklahoma
Red Rock,Red Rock town,"Red Rock town, Oklahoma","Noble County, Oklahoma",Oklahoma
Keyes,Keyes town,"Keyes town, Oklahoma","Cimarron County, Oklahoma",Oklahoma
Cleveland,Cleveland city,"Cleveland city, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Oak Grove,Oak Grove town,"Oak Grove town, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Blair,Blair town,"Blair town, Oklahoma","Jackson County, Oklahoma",Oklahoma
East Duke,East Duke town,"East Duke town, Oklahoma","Jackson County, Oklahoma",Oklahoma
Eldorado,Eldorado town,"Eldorado town, Oklahoma","Jackson County, Oklahoma",Oklahoma
Westport,Westport town,"Westport town, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Pauls Valley,Pauls Valley city,"Pauls Valley city, Oklahoma","Garvin County, Oklahoma",Oklahoma
Erin Springs,Erin Springs town,"Erin Springs town, Oklahoma","Garvin County, Oklahoma",Oklahoma
Davis,Davis city,"Davis city, Oklahoma","Murray County, Oklahoma",Oklahoma
Fanshawe,Fanshawe town,"Fanshawe town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Antlers,Antlers city,"Antlers city, Oklahoma","Pushmataha County, Oklahoma",Oklahoma
Clayton,Clayton town,"Clayton town, Oklahoma","Pushmataha County, Oklahoma",Oklahoma
Newcastle,Newcastle city,"Newcastle city, Oklahoma","McClain County, Oklahoma",Oklahoma
Wayne,Wayne town,"Wayne town, Oklahoma","McClain County, Oklahoma",Oklahoma
Rattan,Rattan town,"Rattan town, Oklahoma","Pushmataha County, Oklahoma",Oklahoma
Depew,Depew town,"Depew town, Oklahoma","Creek County, Oklahoma",Oklahoma
Lawrence Creek,Lawrence Creek town,"Lawrence Creek town, Oklahoma","Creek County, Oklahoma",Oklahoma
Oilton,Oilton city,"Oilton city, Oklahoma","Creek County, Oklahoma",Oklahoma
Shamrock,Shamrock town,"Shamrock town, Oklahoma","Creek County, Oklahoma",Oklahoma
Slick,Slick town,"Slick town, Oklahoma","Creek County, Oklahoma",Oklahoma
Perry,Perry city,"Perry city, Oklahoma","Noble County, Oklahoma",Oklahoma
Goldsby,Goldsby town,"Goldsby town, Oklahoma","McClain County, Oklahoma",Oklahoma
Pink,Pink town,"Pink town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Brooksville,Brooksville town,"Brooksville town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Castle,Castle town,"Castle town, Oklahoma","Okfuskee County, Oklahoma",Oklahoma
Allen,Allen town,"Allen town, Oklahoma","Pontotoc County, Oklahoma",Oklahoma
Calvin,Calvin town,"Calvin town, Oklahoma","Hughes County, Oklahoma",Oklahoma
Coalgate,Coalgate city,"Coalgate city, Oklahoma","Coal County, Oklahoma",Oklahoma
Lehigh,Lehigh city,"Lehigh city, Oklahoma","Coal County, Oklahoma",Oklahoma
Phillips,Phillips town,"Phillips town, Oklahoma","Coal County, Oklahoma",Oklahoma
Tupelo,Tupelo city,"Tupelo city, Oklahoma","Coal County, Oklahoma",Oklahoma
Armstrong,Armstrong town,"Armstrong town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Fort Towson,Fort Towson town,"Fort Towson town, Oklahoma","Choctaw County, Oklahoma",Oklahoma
Quinton,Quinton town,"Quinton town, Oklahoma","Pittsburg County, Oklahoma",Oklahoma
Woodlawn Park,Woodlawn Park town,"Woodlawn Park town, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Spavinaw,Spavinaw town,"Spavinaw town, Oklahoma","Mayes County, Oklahoma",Oklahoma
Broken Bow,Broken Bow city,"Broken Bow city, Oklahoma","McCurtain County, Oklahoma",Oklahoma
Ada,Ada city,"Ada city, Oklahoma","Pontotoc County, Oklahoma",Oklahoma
Clinton,Clinton city,"Clinton city, Oklahoma","Custer County, Oklahoma",Oklahoma
Weatherford,Weatherford city,"Weatherford city, Oklahoma","Custer County, Oklahoma",Oklahoma
Boswell,Boswell town,"Boswell town, Oklahoma","Choctaw County, Oklahoma",Oklahoma
Watts,Watts town,"Watts town, Oklahoma","Adair County, Oklahoma",Oklahoma
Westville,Westville town,"Westville town, Oklahoma","Adair County, Oklahoma",Oklahoma
Blackwell,Blackwell city,"Blackwell city, Oklahoma","Kay County, Oklahoma",Oklahoma
Braman,Braman town,"Braman town, Oklahoma","Kay County, Oklahoma",Oklahoma
Kaw City,Kaw City city,"Kaw City city, Oklahoma","Kay County, Oklahoma",Oklahoma
Newkirk,Newkirk city,"Newkirk city, Oklahoma","Kay County, Oklahoma",Oklahoma
Hendrix,Hendrix town,"Hendrix town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Etowah,Etowah town,"Etowah town, Oklahoma","Cleveland County, Oklahoma",Oklahoma
Purcell,Purcell city,"Purcell city, Oklahoma","McClain County, Oklahoma",Oklahoma
Le Flore,Le Flore town,"Le Flore town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Pocola,Pocola town,"Pocola town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Poteau,Poteau city,"Poteau city, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Bethany,Bethany city,"Bethany city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Choctaw,Choctaw city,"Choctaw city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Del City,Del City city,"Del City city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Edmond,Edmond city,"Edmond city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Forest Park,Forest Park town,"Forest Park town, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Jones,Jones town,"Jones town, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Dustin,Dustin town,"Dustin town, Oklahoma","Hughes County, Oklahoma",Oklahoma
El Reno,El Reno city,"El Reno city, Oklahoma","Canadian County, Oklahoma",Oklahoma
Piedmont,Piedmont city,"Piedmont city, Oklahoma","Canadian County, Oklahoma",Oklahoma
Union City,Union City town,"Union City town, Oklahoma","Canadian County, Oklahoma",Oklahoma
Luther,Luther town,"Luther town, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Midwest City,Midwest City city,"Midwest City city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Nicoma Park,Nicoma Park city,"Nicoma Park city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Spencer,Spencer city,"Spencer city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Gerty,Gerty town,"Gerty town, Oklahoma","Hughes County, Oklahoma",Oklahoma
Holdenville,Holdenville city,"Holdenville city, Oklahoma","Hughes County, Oklahoma",Oklahoma
Horntown,Horntown town,"Horntown town, Oklahoma","Hughes County, Oklahoma",Oklahoma
Lamar,Lamar town,"Lamar town, Oklahoma","Hughes County, Oklahoma",Oklahoma
Spaulding,Spaulding town,"Spaulding town, Oklahoma","Hughes County, Oklahoma",Oklahoma
Wetumka,Wetumka city,"Wetumka city, Oklahoma","Hughes County, Oklahoma",Oklahoma
Yeager,Yeager town,"Yeager town, Oklahoma","Hughes County, Oklahoma",Oklahoma
The Village,The Village city,"The Village city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Warr Acres,Warr Acres city,"Warr Acres city, Oklahoma","Oklahoma County, Oklahoma",Oklahoma
Albion,Albion town,"Albion town, Oklahoma","Pushmataha County, Oklahoma",Oklahoma
Willow,Willow town,"Willow town, Oklahoma","Greer County, Oklahoma",Oklahoma
Kingston,Kingston town,"Kingston town, Oklahoma","Marshall County, Oklahoma",Oklahoma
New Woodville,New Woodville town,"New Woodville town, Oklahoma","Marshall County, Oklahoma",Oklahoma
Pittsburg,Pittsburg town,"Pittsburg town, Oklahoma","Pittsburg County, Oklahoma",Oklahoma
New Alluwe,New Alluwe town,"New Alluwe town, Oklahoma","Nowata County, Oklahoma",Oklahoma
Garvin,Garvin town,"Garvin town, Oklahoma","McCurtain County, Oklahoma",Oklahoma
Idabel,Idabel city,"Idabel city, Oklahoma","McCurtain County, Oklahoma",Oklahoma
Millerton,Millerton town,"Millerton town, Oklahoma","McCurtain County, Oklahoma",Oklahoma
Smithville,Smithville town,"Smithville town, Oklahoma","McCurtain County, Oklahoma",Oklahoma
Valliant,Valliant town,"Valliant town, Oklahoma","McCurtain County, Oklahoma",Oklahoma
Beaver,Beaver town,"Beaver town, Oklahoma","Beaver County, Oklahoma",Oklahoma
Mooreland,Mooreland town,"Mooreland town, Oklahoma","Woodward County, Oklahoma",Oklahoma
Woodward,Woodward city,"Woodward city, Oklahoma","Woodward County, Oklahoma",Oklahoma
Fort Supply,Fort Supply town,"Fort Supply town, Oklahoma","Woodward County, Oklahoma",Oklahoma
Maysville,Maysville town,"Maysville town, Oklahoma","Garvin County, Oklahoma",Oklahoma
Paoli,Paoli town,"Paoli town, Oklahoma","Garvin County, Oklahoma",Oklahoma
Stratford,Stratford town,"Stratford town, Oklahoma","Garvin County, Oklahoma",Oklahoma
Wynnewood,Wynnewood city,"Wynnewood city, Oklahoma","Garvin County, Oklahoma",Oklahoma
Cashion,Cashion town,"Cashion town, Oklahoma","Kingfisher County, Oklahoma",Oklahoma
Buffalo,Buffalo town,"Buffalo town, Oklahoma","Harper County, Oklahoma",Oklahoma
Laverne,Laverne town,"Laverne town, Oklahoma","Harper County, Oklahoma",Oklahoma
Rosston,Rosston town,"Rosston town, Oklahoma","Harper County, Oklahoma",Oklahoma
Cedar Valley,Cedar Valley city,"Cedar Valley city, Oklahoma","Logan County, Oklahoma",Oklahoma
Randlett,Randlett town,"Randlett town, Oklahoma","Cotton County, Oklahoma",Oklahoma
Copan,Copan town,"Copan town, Oklahoma","Washington County, Oklahoma",Oklahoma
Dewey,Dewey city,"Dewey city, Oklahoma","Washington County, Oklahoma",Oklahoma
Ochelata,Ochelata town,"Ochelata town, Oklahoma","Washington County, Oklahoma",Oklahoma
Ramona,Ramona town,"Ramona town, Oklahoma","Washington County, Oklahoma",Oklahoma
Devol,Devol town,"Devol town, Oklahoma","Cotton County, Oklahoma",Oklahoma
Temple,Temple town,"Temple town, Oklahoma","Cotton County, Oklahoma",Oklahoma
Delaware,Delaware town,"Delaware town, Oklahoma","Nowata County, Oklahoma",Oklahoma
Wann,Wann town,"Wann town, Oklahoma","Nowata County, Oklahoma",Oklahoma
Lexington,Lexington city,"Lexington city, Oklahoma","Cleveland County, Oklahoma",Oklahoma
Slaughterville,Slaughterville town,"Slaughterville town, Oklahoma","Cleveland County, Oklahoma",Oklahoma
Okeene,Okeene town,"Okeene town, Oklahoma","Blaine County, Oklahoma",Oklahoma
Bridge Creek,Bridge Creek town,"Bridge Creek town, Oklahoma","Grady County, Oklahoma",Oklahoma
Madill,Madill city,"Madill city, Oklahoma","Marshall County, Oklahoma",Oklahoma
Fort Gibson,Fort Gibson town,"Fort Gibson town, Oklahoma","Muskogee County, Oklahoma",Oklahoma
Oakland,Oakland town,"Oakland town, Oklahoma","Marshall County, Oklahoma",Oklahoma
Achille,Achille town,"Achille town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Bennington,Bennington town,"Bennington town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Big Cabin,Big Cabin town,"Big Cabin town, Oklahoma","Craig County, Oklahoma",Oklahoma
Ketchum,Ketchum town,"Ketchum town, Oklahoma","Craig County, Oklahoma",Oklahoma
Bokchito,Bokchito town,"Bokchito town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Caddo,Caddo town,"Caddo town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Calera,Calera town,"Calera town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Cache,Cache city,"Cache city, Oklahoma","Comanche County, Oklahoma",Oklahoma
Elgin,Elgin city,"Elgin city, Oklahoma","Comanche County, Oklahoma",Oklahoma
Faxon,Faxon town,"Faxon town, Oklahoma","Comanche County, Oklahoma",Oklahoma
Fletcher,Fletcher town,"Fletcher town, Oklahoma","Comanche County, Oklahoma",Oklahoma
Indiahoma,Indiahoma town,"Indiahoma town, Oklahoma","Comanche County, Oklahoma",Oklahoma
Medicine Park,Medicine Park town,"Medicine Park town, Oklahoma","Comanche County, Oklahoma",Oklahoma
Sterling,Sterling town,"Sterling town, Oklahoma","Comanche County, Oklahoma",Oklahoma
Lenapah,Lenapah town,"Lenapah town, Oklahoma","Nowata County, Oklahoma",Oklahoma
Maramec,Maramec town,"Maramec town, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Hallett,Hallett town,"Hallett town, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Pawnee,Pawnee city,"Pawnee city, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Calumet,Calumet town,"Calumet town, Oklahoma","Canadian County, Oklahoma",Oklahoma
Dover,Dover town,"Dover town, Oklahoma","Kingfisher County, Oklahoma",Oklahoma
Hennessey,Hennessey town,"Hennessey town, Oklahoma","Kingfisher County, Oklahoma",Oklahoma
Kingfisher,Kingfisher city,"Kingfisher city, Oklahoma","Kingfisher County, Oklahoma",Oklahoma
Mustang,Mustang city,"Mustang city, Oklahoma","Canadian County, Oklahoma",Oklahoma
Okarche,Okarche town,"Okarche town, Oklahoma","Canadian County, Oklahoma",Oklahoma
Yukon,Yukon city,"Yukon city, Oklahoma","Canadian County, Oklahoma",Oklahoma
Clearview,Clearview town,"Clearview town, Oklahoma","Okfuskee County, Oklahoma",Oklahoma
Centrahoma,Centrahoma city,"Centrahoma city, Oklahoma","Coal County, Oklahoma",Oklahoma
Ralston,Ralston town,"Ralston town, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Colbert,Colbert town,"Colbert town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Kenefic,Kenefic town,"Kenefic town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Mead,Mead town,"Mead town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Silo,Silo town,"Silo town, Oklahoma","Bryan County, Oklahoma",Oklahoma
Tonkawa,Tonkawa city,"Tonkawa city, Oklahoma","Kay County, Oklahoma",Oklahoma
Terlton,Terlton town,"Terlton town, Oklahoma","Pawnee County, Oklahoma",Oklahoma
Cooperton,Cooperton town,"Cooperton town, Oklahoma","Kiowa County, Oklahoma",Oklahoma
Gotebo,Gotebo town,"Gotebo town, Oklahoma","Kiowa County, Oklahoma",Oklahoma
Hobart,Hobart city,"Hobart city, Oklahoma","Kiowa County, Oklahoma",Oklahoma
Lone Wolf,Lone Wolf town,"Lone Wolf town, Oklahoma","Kiowa County, Oklahoma",Oklahoma
Mountain Park,Mountain Park town,"Mountain Park town, Oklahoma","Kiowa County, Oklahoma",Oklahoma
Cushing,Cushing city,"Cushing city, Oklahoma","Payne County, Oklahoma",Oklahoma
Stillwater,Stillwater city,"Stillwater city, Oklahoma","Payne County, Oklahoma",Oklahoma
Grayson,Grayson town,"Grayson town, Oklahoma","Okmulgee County, Oklahoma",Oklahoma
Ardmore,Ardmore city,"Ardmore city, Oklahoma","Carter County, Oklahoma",Oklahoma
Lone Grove,Lone Grove city,"Lone Grove city, Oklahoma","Carter County, Oklahoma",Oklahoma
Covington,Covington town,"Covington town, Oklahoma","Garfield County, Oklahoma",Oklahoma
Hillsdale,Hillsdale town,"Hillsdale town, Oklahoma","Garfield County, Oklahoma",Oklahoma
Kremlin,Kremlin town,"Kremlin town, Oklahoma","Garfield County, Oklahoma",Oklahoma
Fair Oaks,Fair Oaks town,"Fair Oaks town, Oklahoma","Wagoner County, Oklahoma",Oklahoma
Gans,Gans town,"Gans town, Oklahoma","Sequoyah County, Oklahoma",Oklahoma
Gore,Gore town,"Gore town, Oklahoma","Sequoyah County, Oklahoma",Oklahoma
Marble City,Marble City town,"Marble City town, Oklahoma","Sequoyah County, Oklahoma",Oklahoma
Muldrow,Muldrow town,"Muldrow town, Oklahoma","Sequoyah County, Oklahoma",Oklahoma
Sallisaw,Sallisaw city,"Sallisaw city, Oklahoma","Sequoyah County, Oklahoma",Oklahoma
Beggs,Beggs city,"Beggs city, Oklahoma","Okmulgee County, Oklahoma",Oklahoma
Henryetta,Henryetta city,"Henryetta city, Oklahoma","Okmulgee County, Oklahoma",Oklahoma
Hoffman,Hoffman town,"Hoffman town, Oklahoma","Okmulgee County, Oklahoma",Oklahoma
Okmulgee,Okmulgee city,"Okmulgee city, Oklahoma","Okmulgee County, Oklahoma",Oklahoma
Bowlegs,Bowlegs town,"Bowlegs town, Oklahoma","Seminole County, Oklahoma",Oklahoma
Cromwell,Cromwell town,"Cromwell town, Oklahoma","Seminole County, Oklahoma",Oklahoma
Lima,Lima town,"Lima town, Oklahoma","Seminole County, Oklahoma",Oklahoma
Maud,Maud city,"Maud city, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Seminole,Seminole city,"Seminole city, Oklahoma","Seminole County, Oklahoma",Oklahoma
Asher,Asher town,"Asher town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Bethel Acres,Bethel Acres town,"Bethel Acres town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Earlsboro,Earlsboro town,"Earlsboro town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Johnson,Johnson town,"Johnson town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Gould,Gould town,"Gould town, Oklahoma","Harmon County, Oklahoma",Oklahoma
Kellyville,Kellyville town,"Kellyville town, Oklahoma","Creek County, Oklahoma",Oklahoma
Kiefer,Kiefer town,"Kiefer town, Oklahoma","Creek County, Oklahoma",Oklahoma
Mannford,Mannford town,"Mannford town, Oklahoma","Creek County, Oklahoma",Oklahoma
Mounds,Mounds town,"Mounds town, Oklahoma","Creek County, Oklahoma",Oklahoma
Sportsmen Acres,Sportsmen Acres town,"Sportsmen Acres town, Oklahoma","Mayes County, Oklahoma",Oklahoma
Grand Lake Towne,Grand Lake Towne town,"Grand Lake Towne town, Oklahoma","Mayes County, Oklahoma",Oklahoma
Strang,Strang town,"Strang town, Oklahoma","Mayes County, Oklahoma",Oklahoma
Oakwood,Oakwood town,"Oakwood town, Oklahoma","Dewey County, Oklahoma",Oklahoma
Putnam,Putnam town,"Putnam town, Oklahoma","Dewey County, Oklahoma",Oklahoma
Seiling,Seiling city,"Seiling city, Oklahoma","Dewey County, Oklahoma",Oklahoma
Taloga,Taloga town,"Taloga town, Oklahoma","Dewey County, Oklahoma",Oklahoma
Vici,Vici town,"Vici town, Oklahoma","Dewey County, Oklahoma",Oklahoma
Leon,Leon town,"Leon town, Oklahoma","Love County, Oklahoma",Oklahoma
McLoud,McLoud city,"McLoud city, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
St. Louis,St. Louis town,"St. Louis town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Shawnee,Shawnee city,"Shawnee city, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Tecumseh,Tecumseh city,"Tecumseh city, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Tribbey,Tribbey town,"Tribbey town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Wanette,Wanette town,"Wanette town, Oklahoma","Pottawatomie County, Oklahoma",Oklahoma
Fort Coffee,Fort Coffee town,"Fort Coffee town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Heavener,Heavener city,"Heavener city, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Howe,Howe town,"Howe town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Rock Island,Rock Island town,"Rock Island town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Shady Point,Shady Point town,"Shady Point town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Spiro,Spiro town,"Spiro town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Talihina,Talihina town,"Talihina town, Oklahoma","Le Flore County, Oklahoma",Oklahoma
Ames,Ames town,"Ames town, Oklahoma","Major County, Oklahoma",Oklahoma
Ringwood,Ringwood town,"Ringwood town, Oklahoma","Major County, Oklahoma",Oklahoma
Keota,Keota town,"Keota town, Oklahoma","Haskell County, Oklahoma",Oklahoma
McCurtain,McCurtain town,"McCurtain town, Oklahoma","Haskell County, Oklahoma",Oklahoma
Ravia,Ravia town,"Ravia town, Oklahoma","Johnston County, Oklahoma",Oklahoma
Burlington,Burlington town,"Burlington town, Oklahoma","Alfalfa County, Oklahoma",Oklahoma
Goltry,Goltry town,"Goltry town, Oklahoma","Alfalfa County, Oklahoma",Oklahoma
Lambert,Lambert town,"Lambert town, Oklahoma","Alfalfa County, Oklahoma",Oklahoma
Guymon,Guymon city,"Guymon city, Oklahoma","Texas County, Oklahoma",Oklahoma
